fact_id,context,claim,label,claim_type
tax_free,"Lo shopping tax-free in Giappone è riservato ai turisti stranieri: serve una spesa minima di 5000 yen nello stesso negozio e nello stesso giorno, mostrando il passaporto al momento del pagamento.",Il tax-free vale per acquisti nello stesso negozio nello stesso giorno.,1,entailment
shoes_off,"In Giappone è obbligatorio togliersi le scarpe prima di entrare nelle case private, nei ryokan e in molti templi; all'ingresso (genkan) si trovano spesso pantofole da indossare all'interno.",Nei ryokan è vietato togliersi le scarpe.,0,contradiction
capsule_hotel,"Nei capsule hotel giapponesi si dorme in capsule individuali disposte su due livelli; i bagni sono in comune, molte strutture hanno piani separati per uomini e donne e il prezzo medio per notte va da circa 3000 a 6000 yen.",Molti capsule hotel forniscono pigiama e articoli da toeletta.,2,neutral_hard
fushimi_inari,"Il santuario Fushimi Inari Taisha di Kyoto è famoso per i suoi migliaia di torii rossi. L'accesso è gratuito e il santuario è aperto 24 ore su 24, tutti i giorni dell'anno.",La salita completa al monte Inari richiede circa due o tre ore.,2,neutral_hard
sensoji,"Fondato nel 645, il Senso-ji di Asakusa è il tempio più antico di Tokyo. Non si paga alcun biglietto e la sala principale apre alle 6:00 (6:30 nei mesi da ottobre a marzo) e chiude alle 17:00.",Il grande lampione rosso del Senso-ji si trova alla porta Kaminarimon.,2,neutral_hard
narita_express,Il Narita Express (N'EX) collega l'aeroporto di Narita alla stazione di Tokyo in circa 60 minuti; il biglietto di sola andata costa circa 3070 yen e tutti i posti sono a prenotazione obbligatoria.,Il Narita Express impiega circa un'ora per arrivare alla stazione di Tokyo.,1,entailment
sensoji,"Fondato nel 645, il Senso-ji di Asakusa è il tempio più antico di Tokyo. Non si paga alcun biglietto e la sala principale apre alle 6:00 (6:30 nei mesi da ottobre a marzo) e chiude alle 17:00.",Entrare al Senso-ji è gratuito.,1,entailment
nara_deer,"Il parco di Nara ospita più di mille cervi sika in libertà, ritenuti messaggeri degli dei; è consentito dar loro da mangiare soltanto gli shika senbei, i cracker dedicati venduti nel parco a circa 200 yen.",Nel parco di Nara vivono soltanto una decina di cervi.,0,contradiction
hiroshima_peace,"A Hiroshima, il Museo Memoriale della Pace costa 200 yen per gli adulti; apre alle 8:30 e l'orario di chiusura cambia in base alla stagione.",Il Museo Memoriale della Pace apre alle 8:30.,1,entailment
teamlab,"Il museo digitale teamLab Planets di Tokyo richiede l'acquisto del biglietto online con data e ora prestabilite. Il prezzo per gli adulti è di 3800 yen e si visita a piedi nudi, poiché alcune installazioni prevedono di camminare nell'acqua.",Il biglietto per teamLab Planets si acquista online con fascia oraria.,1,entailment
kinkakuji,"Il Kinkaku-ji, il celebre Padiglione d'Oro di Kyoto, è aperto tutti i giorni dalle 9:00 alle 17:00. Il biglietto d'ingresso costa 500 yen per gli adulti e 300 yen per gli studenti delle scuole elementari e medie.",Il Kinkaku-ji è chiuso il lunedì.,0,contradiction
suica,"Suica e Pasmo sono carte prepagate valide su metro, treni e bus a Tokyo e in molte regioni del Giappone; si possono usare anche per pagare nei minimarket e ai distributori automatici.",La Suica si può usare ai distributori automatici.,1,entailment
tax_free,"Lo shopping tax-free in Giappone è riservato ai turisti stranieri: serve una spesa minima di 5000 yen nello stesso negozio e nello stesso giorno, mostrando il passaporto al momento del pagamento.",I prodotti consumabili tax-free vengono sigillati in buste apposite.,2,neutral_hard
narita_express,Il Narita Express (N'EX) collega l'aeroporto di Narita alla stazione di Tokyo in circa 60 minuti; il biglietto di sola andata costa circa 3070 yen e tutti i posti sono a prenotazione obbligatoria.,Sul Narita Express la prenotazione del posto è obbligatoria.,1,entailment
visa_italy,Per motivi turistici i cittadini italiani non necessitano di visto per il Giappone fino a 90 giorni di permanenza; è richiesto un passaporto valido per l'intero soggiorno.,Il soggiorno senza visto per gli italiani in Giappone è di massimo 7 giorni.,0,contradiction
pocket_wifi,Per avere internet in viaggio in Giappone si può noleggiare un pocket WiFi o acquistare una SIM/eSIM dati; il ritiro del pocket WiFi è possibile direttamente nei banchi degli aeroporti e la riconsegna avviene spesso tramite una busta prepagata.,Un pocket WiFi può connettere più dispositivi contemporaneamente.,2,neutral_hard
kinkakuji,"Il Padiglione d'Oro (Kinkaku-ji) di Kyoto accoglie i visitatori ogni giorno dalle 9:00 alle 17:00; l'ingresso per gli adulti costa 500 yen, mentre per gli studenti di elementari e medie il prezzo è di 300 yen.",Il giardino del Kinkaku-ji ospita una casa da tè storica.,2,neutral_hard
shoes_off,"Entrando in una casa giapponese, in un ryokan o in molti templi bisogna togliersi le scarpe nel genkan, l'area di ingresso, dove di solito sono disponibili pantofole per l'interno.",In Giappone si entra tranquillamente in casa con le scarpe.,0,contradiction
sensoji,"Fondato nel 645, il Senso-ji di Asakusa è il tempio più antico di Tokyo. Non si paga alcun biglietto e la sala principale apre alle 6:00 (6:30 nei mesi da ottobre a marzo) e chiude alle 17:00.",Il Senso-ji si trova nel quartiere di Shibuya.,0,contradiction
suica,"Suica e Pasmo sono carte prepagate valide su metro, treni e bus a Tokyo e in molte regioni del Giappone; si possono usare anche per pagare nei minimarket e ai distributori automatici.",Per la Suica fisica è previsto un deposito cauzionale di 500 yen.,2,neutral_hard
narita_express,"Dall'aeroporto di Narita alla stazione di Tokyo, il Narita Express impiega circa un'ora e costa circa 3070 yen a tratta; la prenotazione del posto è obbligatoria per tutti i passeggeri.",Non si possono comprare i biglietti del Museo Ghibli direttamente in loco.,2,neutral_easy
himeji,"Il castello di Himeji, patrimonio UNESCO, è aperto dalle 9:00 alle 17:00 (ultimo ingresso alle 16:00). Il biglietto costa 1000 yen per gli adulti ed è chiuso solo il 29 e 30 dicembre.","Il castello di Himeji chiude solo due giorni all'anno, a fine dicembre.",1,entailment
momiji,"Il foliage autunnale (momiji) a Kyoto raggiunge tipicamente il picco tra la metà e la fine di novembre, quando gli aceri si tingono di rosso nei giardini dei templi.",In autunno a Kyoto le temperature serali possono scendere sotto i 10 gradi.,2,neutral_hard
cash_japan,"In Giappone il contante resta importante: nonostante la diffusione dei pagamenti digitali, parecchi piccoli ristoranti, templi e botteghe accettano soltanto contanti, quindi conviene portare con sé qualche migliaio di yen.",Gli ATM dei konbini 7-Eleven accettano le carte estere.,2,neutral_hard
sakura,La stagione dei sakura a Tokyo e Kyoto cade solitamente tra fine marzo e i primi di aprile; il picco della fioritura dura all'incirca una settimana.,A Kyoto i sakura fioriscono a dicembre.,0,contradiction
ichiran,La catena di ramen Ichiran è famosa per i banconi con postazioni singole separate da pannelli; si ordina tramite un distributore automatico di biglietti all'ingresso e molte sedi sono aperte 24 ore su 24.,Nei locali Ichiran il refill di noodles si chiama kaedama.,2,neutral_hard
todaiji,"A Nara, il Todai-ji ospita il Daibutsu, il Grande Buddha in bronzo di circa 15 metri di altezza; per accedere alla Sala del Grande Buddha gli adulti pagano 800 yen.",Il Todai-ji si trova a Nara.,1,entailment
arashiyama,"Ad Arashiyama, nella zona ovest di Kyoto, il sentiero nella foresta di bambù è gratuito e aperto a qualsiasi ora; per trovare poca gente conviene andarci al mattino presto.",La foresta di bambù di Arashiyama apre solo dalle 10:00 alle 16:00.,0,contradiction
tsukiji,"A Tokyo il mercato esterno di Tsukiji vive di mattina: le bancarelle iniziano ad aprire verso le 5:00 e la maggior parte delle attività abbassa le serrande nel primo pomeriggio, attorno alle 14:00.",Le bancarelle di Tsukiji aprono alle 11:00.,0,contradiction
chopsticks,"Nel galateo giapponese è considerato di cattivo gusto piantare le bacchette verticalmente nel riso, perché richiama i riti funebri; allo stesso modo non si deve passare il cibo da bacchette a bacchette.",Il galateo giapponese non prevede alcuna regola sull'uso delle bacchette.,0,contradiction
hiroshima_peace,"A Hiroshima, il Museo Memoriale della Pace costa 200 yen per gli adulti; apre alle 8:30 e l'orario di chiusura cambia in base alla stagione.",Ogni 6 agosto a Hiroshima si tiene una cerimonia commemorativa.,2,neutral_hard
shinkansen_tokyo_kyoto,Il treno ad alta velocità Nozomi impiega circa 2 ore e 15 minuti da Tokyo a Kyoto; la sola andata con posto riservato costa intorno ai 14000 yen.,Il biglietto del Nozomi da Tokyo a Kyoto costa circa 3000 yen.,0,contradiction
miyajima,"Miyajima, l'isola presso Hiroshima nota per il torii 'galleggiante' di Itsukushima, si raggiunge in circa 10 minuti di traghetto da Miyajimaguchi; dal 2023 è prevista una tassa turistica di 100 yen.",Il traghetto per Miyajima dura circa tre ore.,0,contradiction
osaka_dotonbori,"A Osaka, il quartiere di Dotonbori è celebre per le insegne al neon, tra cui il Glico Running Man, e per il cibo di strada; l'accesso è libero e la zona dà il meglio di sé la sera.",Dotonbori è una zona tranquilla che chiude alle 17:00.,0,contradiction
universal_osaka,"Per entrare agli Universal Studios Japan di Osaka serve lo Studio Pass; nei giorni di maggiore affluenza l'accesso a Super Nintendo World richiede in aggiunta un biglietto a orario gratuito, ottenibile dall'app ufficiale.",Molti giapponesi approfittano della Golden Week per viaggiare all'estero.,2,neutral_easy
plug_voltage,In Giappone le prese elettriche sono di tipo A con due lamelle piatte e la tensione è di 100 volt; i viaggiatori europei hanno bisogno di un adattatore.,Molti negozi di Akihabara sono specializzati in componenti elettronici usati.,2,neutral_easy
suica,"Le carte ricaricabili Suica e Pasmo si usano su treni, metropolitane e autobus di Tokyo e in gran parte del Giappone, e permettono anche di pagare nei konbini e ai distributori automatici.",La Suica è valida solo sulla metropolitana e non nei negozi.,0,contradiction
konbini,"In Giappone i minimarket (konbini) quali 7-Eleven, Lawson e FamilyMart restano aperti 24 ore su 24: vendono piatti pronti e bevande e offrono ATM, stampa documenti e pagamento delle bollette.",È consigliabile girare in Giappone con del contante.,2,neutral_easy
ryokan,Nei ryokan tradizionali si dorme su futon stesi sul tatami e la tariffa include spesso la cena kaiseki e la colazione; il check-in avviene in genere tra le 15:00 e le 17:00.,Molti ryokan si trovano nelle località termali.,2,neutral_hard
capsule_hotel,"I capsule hotel in Giappone offrono capsule singole impilate su due file, con servizi igienici condivisi; spesso i piani sono divisi per genere e una notte costa in media tra 3000 e 6000 yen.",Nei ryokan si dorme su futon sistemati sul tatami.,2,neutral_easy
plug_voltage,In Giappone le prese elettriche sono di tipo A con due lamelle piatte e la tensione è di 100 volt; i viaggiatori europei hanno bisogno di un adattatore.,Molti hotel giapponesi mettono a disposizione prese USB accanto al letto.,2,neutral_hard
taxi_japan,In Giappone le porte posteriori dei taxi sono automatiche e gestite dal conducente. La mancia non è prevista e a Tokyo la corsa parte da una tariffa base di circa 500 yen.,A Tokyo si possono chiamare i taxi tramite app come GO.,2,neutral_hard
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Il Japan Rail Pass non è valido sui treni Nozomi.,1,entailment
visa_italy,"I cittadini italiani possono entrare in Giappone per turismo senza visto per soggiorni fino a 90 giorni, con passaporto valido per tutta la durata del viaggio.",In Giappone bisogna portare sempre con sé il passaporto.,2,neutral_hard
tsuyu,"In quasi tutto il Giappone la tsuyu, la stagione delle piogge, dura più o meno da inizio giugno a metà luglio, portando precipitazioni frequenti e umidità elevata; Hokkaido resta in buona parte fuori da questo fenomeno.",La stagione delle piogge giapponese dura da dicembre a febbraio.,0,contradiction
arashiyama,"La foresta di bambù di Arashiyama, a ovest di Kyoto, è accessibile gratuitamente e sempre aperta; il momento migliore per visitarla evitando la folla è la mattina presto.",Il sentiero del bambù di Arashiyama è sempre accessibile.,1,entailment
himeji,"Patrimonio dell'umanità UNESCO, il castello di Himeji si visita dalle 9:00 alle 17:00 con ultimo accesso alle 16:00; gli adulti pagano 1000 yen e il castello chiude soltanto il 29 e il 30 dicembre.",Il castello di Himeji è patrimonio UNESCO.,1,entailment
himeji,"Il castello di Himeji, patrimonio UNESCO, è aperto dalle 9:00 alle 17:00 (ultimo ingresso alle 16:00). Il biglietto costa 1000 yen per gli adulti ed è chiuso solo il 29 e 30 dicembre.",Il castello di Himeji è soprannominato 'castello dell'airone bianco'.,2,neutral_hard
kanazawa_kenrokuen,"A Kanazawa, il Kenroku-en — annoverato tra i tre giardini più celebri del Giappone — ha un ingresso di 320 yen per gli adulti; da marzo a metà ottobre gli orari vanno dalle 7:00 alle 18:00.",L'ingresso al Kenroku-en costa 320 yen per gli adulti.,1,entailment
plug_voltage,"Le prese giapponesi sono di tipo A, a due lamelle piatte, con corrente a 100 volt: chi arriva dall'Europa deve munirsi di un adattatore.",Un viaggiatore europeo ha bisogno di un adattatore in Giappone.,1,entailment
kanazawa_kenrokuen,"Il giardino Kenroku-en di Kanazawa, considerato uno dei tre giardini più belli del Giappone, costa 320 yen per gli adulti ed è aperto dalle 7:00 alle 18:00 da marzo a metà ottobre.",Il Kenroku-en è aperto solo di notte.,0,contradiction
sensoji,"Il Senso-ji, nel quartiere di Asakusa a Tokyo, è il tempio più antico della città, fondato nel 645. L'ingresso al tempio è gratuito; la sala principale è aperta dalle 6:00 alle 17:00 (dalle 6:30 da ottobre a marzo).",Esiste una versione Green del Japan Rail Pass per la prima classe.,2,neutral_easy
